group,service,name,externalName,description,id,shortName,externalId,active,enabled,public,isDefault,type,model,baseRateName,baseRateId,relPct,abs,baseAmountGross,currency,chainDepth,chain
OLD DIRECT M&F Insider - Best Flexible Rate,Short Stay Accommodation,Channels Short Stay,,,c3fdc76d-dc59-4de7-8111-b13a00f1e353,Channels SS,CSS,false,false,false,false,Private,Base,,,,,110,GBP,0,
OLD DIRECT M&F Insider - Best Flexible Rate,Short Stay Accommodation,SPOON,SPOON,,62fc591e-2b6d-4f11-99d9-b25d011e93c9,SPOON,,false,true,false,false,Private,Dependent,AUTO M&F Insider - Best Flexible Rate,eac8501c-9782-4056-b0a9-b13a00e7674b,0%,0,,GBP,1,AUTO M&F Insider - Best Flexible Rate
OLD DIRECT M&F Mobile - Best Flexible Rate,Short Stay Accommodation,AUTO M&F Mobile - Best Flexible Rate,M&F Mobile - Best Flexible Rate,,5bb2d09c-8ef2-425d-a603-b32500e055a4,AMMBFR,MFMB,true,false,false,false,Private,Dependent,AUTO M&F Insider - Best Flexible Rate,eac8501c-9782-4056-b0a9-b13a00e7674b,-10%,0,,GBP,1,AUTO M&F Insider - Best Flexible Rate
OLD DIRECT M&F Stay Awhile – Monthly Stays Made Simple,Short Stay Accommodation,AUTO M&F Stay Awhile – Monthly Stays Made Simple,M&F Stay Awhile – Monthly Stays Made Simple,"Need a place for a month or more? The Stay Awhile Rate is tailored for longer visits – from 30 to 90 nights – with the same perks as our nightly guests (at a much better rate). Enjoy your private en-suite studio with full kitchen facilities, plus access to our communal lounge spaces with breakfast on us, in the communal kitchen. Includes weekly cleaning and linen refresh. This Studio-Only Rate is paid in advance and amendable up to 30 days before arrival. Prefer to book with our team, or need something bespoke? Just tap ‘Enquiries’ above and we’ll be in touch.",5a20cb32-9593-478f-884d-b2f300a0f484,AMSAMSMS,,true,false,true,false,Public,Base,,,,,175,GBP,0,
OLD DIRECT Manual Booking,Short Stay Accommodation,AUTO - FRIENDS,FRIENDS,,e19325ba-d74f-4395-ac43-b22700e3aef7,FRIENDS,,true,true,false,false,Private,Dependent,AUTO M&F Insider - Best Flexible Rate,eac8501c-9782-4056-b0a9-b13a00e7674b,-25%,0,,GBP,1,AUTO M&F Insider - Best Flexible Rate
OLD DIRECT Manual Booking,Short Stay Accommodation,AUTO - GANG,GANG,,854a599a-d55a-496e-8476-b22700e215b1,GANG,,true,true,false,false,Private,Dependent,AUTO M&F Insider - Best Flexible Rate,eac8501c-9782-4056-b0a9-b13a00e7674b,-50%,0,,GBP,1,AUTO M&F Insider - Best Flexible Rate
OLD DIRECT Manual Booking,Short Stay Accommodation,AUTO - Professional Stays,Professional Stays,,76093655-eeb2-4d28-8604-b2450105a126,APS,,true,true,false,false,Private,Dependent,AUTO M&F Insider - Best Flexible Rate,eac8501c-9782-4056-b0a9-b13a00e7674b,-15%,0,,GBP,1,AUTO M&F Insider - Best Flexible Rate
OLD DIRECT Manual Booking,Short Stay Accommodation,MANUAL - Manual Booking,Best Flexible,,ae099029-b271-430d-84ba-b1560099cf40,MMB,,true,true,false,false,Private,Dependent,AUTO M&F Insider - Best Flexible Rate,eac8501c-9782-4056-b0a9-b13a00e7674b,0%,0,,GBP,1,AUTO M&F Insider - Best Flexible Rate
OLD DIRECT Manual Booking,Short Stay Accommodation,Manual bookings,,,25dd3c68-73dc-4d92-b1d2-b15a00df33a6,Mb,,false,true,false,false,Private,Dependent,AUTO M&F Insider - Best Flexible Rate,eac8501c-9782-4056-b0a9-b13a00e7674b,0%,0,,GBP,1,AUTO M&F Insider - Best Flexible Rate
OLD DIRECT Monthly Stay Made Simple 3,Short Stay Accommodation,AUTO M&F Stay Awhile – Monthly Stays Made Simple 3,M&F Stay Awhile – Monthly Stays Made Simple,"Need a place for a month or more? The Stay Awhile Rate is tailored for longer visits – from 30 to 90 nights – with the same perks as our nightly guests (at a much better rate). Enjoy your private en-suite studio with full kitchen facilities, plus access to our communal lounge spaces with breakfast on us, in the communal kitchen. Includes weekly cleaning and linen refresh. This Studio-Only Rate is paid in advance and amendable up to 30 days before arrival. Prefer to book with our team, or need something bespoke? Just tap ‘Enquiries’ above and we’ll be in touch.",8f0d035d-7dc7-4c3c-b757-b38600b32d3d,AMSAMSMS,MSMS3,true,false,true,false,Public,Base,,,,,125,GBP,0,
OLD DIRECT Monthly Stays Made Simple,Short Stay Accommodation,AUTO M&F Stay Awhile – Monthly Stays Made Simple 2,M&F Stay Awhile – Monthly Stays Made Simple,"Need a place for a month or more? The Stay Awhile Rate is tailored for longer visits – from 30 to 90 nights – with the same perks as our nightly guests (at a much better rate). Enjoy your private en-suite studio with full kitchen facilities, plus access to our communal lounge spaces with breakfast on us, in the communal kitchen. Includes weekly cleaning and linen refresh. This Studio-Only Rate is paid in advance and amendable up to 30 days before arrival. Prefer to book with our team, or need something bespoke? Just tap ‘Enquiries’ above and we’ll be in touch.",5fc47003-d170-45e5-992c-b38600b1c4be,AMSAMSMS,MSMS2,true,false,true,false,Public,Base,,,,,150,GBP,0,
OLD DIRECT OKAYSHORTSTAY,Short Stay Accommodation,AUTO - OKAYSHORTSTAY,SHORTSTAYOKAY,"Our SHORTSTAYOKAY Rate is exclusively for guests who sign up to our mailing list, as a thank you for joining our community. Get 10% off our Best Flexible Rate on your next stay — plus, you’ll be the first to hear about our latest events, exclusive offers and announcements. Win win. This rate includes: 10% discount on your first stay when you book direct. Flexible cancellation up to 24 hours prior to check in.",927502d5-4858-45c2-bcf8-b2fe00a8f5e8,AO,,true,true,false,false,Private,Dependent,AUTO M&F Insider - Best Flexible Rate,eac8501c-9782-4056-b0a9-b13a00e7674b,-10%,0,,GBP,1,AUTO M&F Insider - Best Flexible Rate
OLD DIRECT OTA 1 Night,Short Stay Accommodation,CLOSE Booking com OTA 1 Night deactivate,Best Flexible,,07cda9bd-e68f-480b-a251-b2e200cd50bd,CBcONd,Deactivate ,true,false,false,false,Private,Dependent,old AUTO M&F Insider - Best Flexible Rate (1N),74d492b3-be68-4f7e-b721-b18600b6eec7,0%,10,,GBP,2,old AUTO M&F Insider - Best Flexible Rate (1N) → AUTO M&F Insider - Best Flexible Rate
OLD DIRECT OTA Advanced Purchase,Short Stay Accommodation,CLOSE OTA Booking com Advanced Purchase deactivated,Advanced Purchase,,28144002-7454-493f-bc3e-b2f200e37be2,COBcAPd,,true,false,false,false,Private,Dependent,AUTO M&F Insider - Best Flexible Rate,eac8501c-9782-4056-b0a9-b13a00e7674b,-10%,0,,GBP,1,AUTO M&F Insider - Best Flexible Rate
OLD DIRECT SEEYOUSOON,Short Stay Accommodation,AUTO - SEEYOUSOON,SEEYOUSOON,"Welcome back. Our SEEYOUSOON Rate is our way of saying thank you for coming back and for booking directly with us. Whether you’re reconnecting with a favourite space or discovering something new, enjoy 20% off our best available rate when you book direct. This rate includes: 20% discount on your stay when booking direct Flexible cancellation up to 24 hours prior to check in.",454a4570-0a53-405b-9743-b386011bc9ed,AS,SEEYOUSOON,true,true,false,false,Private,Dependent,AUTO M&F Insider - Best Flexible Rate,eac8501c-9782-4056-b0a9-b13a00e7674b,-20%,0,,GBP,1,AUTO M&F Insider - Best Flexible Rate
OLD DIRECT SiteMinderGDS,Short Stay Accommodation,AUTO GDS Best Flexible - Breakfast Inclusive Rate,Best Flexible - Breakfast Inclusive,,a08656f3-ebcc-4d95-b210-b3640152a348,AGBFBIR,GDS,true,true,false,false,Private,Dependent,AUTO M&F Insider - Best Flexible Rate,eac8501c-9782-4056-b0a9-b13a00e7674b,0%,0,,GBP,1,AUTO M&F Insider - Best Flexible Rate
OLD INDIRECT Agoda 1N,Short Stay Accommodation,AUTO OTA Agoda 1 Night,1 Night Best Flexible,,d83d7130-1f94-4dcb-835a-b38d01606833,AOAN,A1NB,true,true,false,false,Private,Dependent,AUTO M&F Insider - Best Flexible Rate,eac8501c-9782-4056-b0a9-b13a00e7674b,0%,40,,GBP,1,AUTO M&F Insider - Best Flexible Rate
OLD INDIRECT Agoda Advance Purchase,Short Stay Accommodation,AUTO OTA Agoda Advance Purchase,Advance Purchase,,2949a2b3-5fe7-4a6d-b8ad-b38d0160df83,AOAAP,ANRO,true,true,false,false,Private,Dependent,AUTO M&F Insider - Best Flexible Rate,eac8501c-9782-4056-b0a9-b13a00e7674b,-10%,0,,GBP,1,AUTO M&F Insider - Best Flexible Rate
OLD INDIRECT Agoda Rack Rate,Short Stay Accommodation,AUTO OTA Agoda Rack Rate,Best Flexible,,e81f20e1-6b72-4b04-b5e1-b38d015fe9f8,AOARR,AFXB,true,true,false,false,Private,Dependent,AUTO M&F Insider - Best Flexible Rate,eac8501c-9782-4056-b0a9-b13a00e7674b,0%,0,,GBP,1,AUTO M&F Insider - Best Flexible Rate
OLD INDIRECT Airbnb,Short Stay Accommodation,AUTO OTA Airbnb Rack Rate - Breakfast Included,Flexible,,08733ab1-2d44-4eba-b633-b39a010fe395,AOARRBI,AIRBB,true,true,false,false,Private,Dependent,AUTO M&F Insider - Best Flexible Rate,eac8501c-9782-4056-b0a9-b13a00e7674b,0%,0,,GBP,1,AUTO M&F Insider - Best Flexible Rate
OLD INDIRECT AUTO EXPEDIA 1 NIGHT,Short Stay Accommodation,AUTO OTA Expedia 1N,Flexible,,d340c079-8673-4a4f-85ed-b38e00d8114b,AOEN,EXF1,true,true,false,false,Private,Dependent,AUTO M&F Insider - Best Flexible Rate,eac8501c-9782-4056-b0a9-b13a00e7674b,0%,40,,GBP,1,AUTO M&F Insider - Best Flexible Rate
OLD INDIRECT BlueGround,Short Stay Accommodation,AUTO OTA BlueGround Flexible,Flexible,,f2503470-0404-43f5-8a24-b3b000d7cfb9,AOBF,BLUEG,false,true,false,false,Private,Dependent,AUTO M&F Insider - Best Flexible Rate,eac8501c-9782-4056-b0a9-b13a00e7674b,0%,0,,GBP,1,AUTO M&F Insider - Best Flexible Rate
OLD INDIRECT BlueGround,Short Stay Accommodation,AUTO OTA BlueGround LongStay,Longstay,,a2c9705b-ae12-44f9-8a87-b3c2012a39f7,AOBL,BLUG,true,true,false,false,Private,Base,,,,,205,GBP,0,
OLD INDIRECT BOOKING COM 1N,Short Stay Accommodation,CLOSE OTA Booking.com 1N,Best Flexible,,326758e0-eb6c-494a-90e6-b38b00db972b,COBN,BC1N,true,true,false,false,Private,Dependent,AUTO M&F Insider - Best Flexible Rate,eac8501c-9782-4056-b0a9-b13a00e7674b,0%,40,,GBP,1,AUTO M&F Insider - Best Flexible Rate
OLD INDIRECT BOOKING COM ADVANCE PURCHASE,Short Stay Accommodation,CLOSE OTA Booking com Advance Purchase,Advance Purchase,,4230dc8f-701e-46d2-901a-b38b00dbfce0,COBcAP,BCAP,true,true,false,false,Private,Dependent,AUTO M&F Insider - Best Flexible Rate,eac8501c-9782-4056-b0a9-b13a00e7674b,-10%,0,,GBP,1,AUTO M&F Insider - Best Flexible Rate
OLD INDIRECT BOOKING COM FLEXIBLE,Short Stay Accommodation,CLOSE OTA Booking com Rack Rate Deactivated,Best Flexible,,09c937c0-783d-4c64-bf6d-b15400fe86a3,Channels SS,,true,false,false,false,Private,Dependent,AUTO M&F Insider - Best Flexible Rate,eac8501c-9782-4056-b0a9-b13a00e7674b,0%,0,,GBP,1,AUTO M&F Insider - Best Flexible Rate
OLD INDIRECT BOOKING COM FLEXIBLE,Short Stay Accommodation,CLOSE OTA Booking.com Rack Rate,Flexible,,045bb9d8-677d-48a8-9f3e-b38b00dd80ee,COBRR,BCFX,true,true,false,false,Private,Dependent,AUTO M&F Insider - Best Flexible Rate,eac8501c-9782-4056-b0a9-b13a00e7674b,0%,125,,GBP,1,AUTO M&F Insider - Best Flexible Rate
OLD INDIRECT Bookingcom Promo,Short Stay Accommodation,CLOSE OTA Bookingcom November,Advance Purchase,,3719525e-9c47-4d2e-b5a3-b396016ff7de,COBN,BCBF,true,true,false,false,Private,Dependent,AUTO M&F Insider - Best Flexible Rate,eac8501c-9782-4056-b0a9-b13a00e7674b,-20%,0,,GBP,1,AUTO M&F Insider - Best Flexible Rate
OLD INDIRECT Expedia Advance Purchase,Short Stay Accommodation,CLOSE OTA Expedia Advanced Purchase,Advanced Purchase,,a42825f8-b546-46bf-b117-b38a00a543df,COEAP,EXNR,true,true,false,false,Private,Dependent,AUTO M&F Insider - Best Flexible Rate,eac8501c-9782-4056-b0a9-b13a00e7674b,-10%,0,,GBP,1,AUTO M&F Insider - Best Flexible Rate
OLD INDIRECT Expedia Corporate,Short Stay Accommodation,AUTO OTA Expedia Corporate,Flexible,,14f67f6a-7cb6-4c01-83d8-b3af011f817c,AOEC,EXCORP,true,true,false,false,Private,Dependent,AUTO M&F Insider - Best Flexible Rate,eac8501c-9782-4056-b0a9-b13a00e7674b,-10%,0,,GBP,1,AUTO M&F Insider - Best Flexible Rate
OLD INDIRECT Expedia Promo,Short Stay Accommodation,AUTO OTA Expedia November,Advance Purchase,,b39b8a06-ed93-4ac8-9ab5-b39601703829,AOEN,EXBF,true,true,false,false,Private,Dependent,AUTO M&F Insider - Best Flexible Rate,eac8501c-9782-4056-b0a9-b13a00e7674b,-20%,0,,GBP,1,AUTO M&F Insider - Best Flexible Rate
OLD INDIRECT GDS Corporate RO Rate,Short Stay Accommodation,AUTO GDS Business Plus Breakfast Included,Business Plus Breakfast Included,,511ad3ec-df40-4da2-bfe2-b3d400d9c4e4,AGBPBI,GDSBP,true,true,false,false,Private,Dependent,AUTO M&F Insider - Best Flexible Rate,eac8501c-9782-4056-b0a9-b13a00e7674b,-15%,0,,GBP,1,AUTO M&F Insider - Best Flexible Rate
OLD INDIRECT GDS Corporate RO Rate,Short Stay Accommodation,AUTO GDS Corporate RO Rate,Flexible,,28a74318-c697-4dc2-a9f8-b397015f487a,AGCRR,GDS CORP,true,true,false,false,Private,Dependent,AUTO M&F Insider - Best Flexible Rate,eac8501c-9782-4056-b0a9-b13a00e7674b,-10%,0,,GBP,1,AUTO M&F Insider - Best Flexible Rate
OLD INDIRECT GDS Government RO rate,Short Stay Accommodation,AUTO GDS Siteminder Government,Flexible,,f466d708-156a-465c-a922-b397015ee3c8,AGSG,GDSGOV,true,true,false,false,Private,Dependent,AUTO M&F Insider - Best Flexible Rate,eac8501c-9782-4056-b0a9-b13a00e7674b,-10%,0,,GBP,1,AUTO M&F Insider - Best Flexible Rate
OLD INDIRECT OTA Expedia 1N,Short Stay Accommodation,CLOSE OTA Expedia 1N,Best Flexible,,d4008da7-537d-471c-a47d-b38600dde5b9,COEN,EX1N,true,true,false,false,Private,Dependent,AUTO M&F Insider - Best Flexible Rate,eac8501c-9782-4056-b0a9-b13a00e7674b,0%,40,,GBP,1,AUTO M&F Insider - Best Flexible Rate
OLD INDIRECT OTA Expedia 1N,Short Stay Accommodation,MANUAL OTA Expedia 1N,OTA Expedia 1N,,59c33206-064b-4f46-9d06-b38a00a4319c,MOEN,EX12,false,true,false,false,Private,Dependent,AUTO M&F Insider - Best Flexible Rate,eac8501c-9782-4056-b0a9-b13a00e7674b,0%,40,,GBP,1,AUTO M&F Insider - Best Flexible Rate
OLD INDIRECT OTA Expedia Rack Rate,Short Stay Accommodation,CLOSE OTA Expedia Rack Rate,Best Flexible,,14a0c74a-823b-4bd3-acf6-b38a00a4dcff,COERR,EXFX,true,true,false,false,Private,Dependent,AUTO M&F Insider - Best Flexible Rate,eac8501c-9782-4056-b0a9-b13a00e7674b,0%,0,,GBP,1,AUTO M&F Insider - Best Flexible Rate
OLD INDIRECT OTA Expedia Rack Rate,Short Stay Accommodation,CLOSE OTA Stay Awhile - Monthly Stays Made Simple,Monthly Stay,,9af0f1ae-9399-4299-b50b-b3e90128abeb,COSAMSMS,MSOTA,true,true,false,false,Private,Base,,,,,180,GBP,0,
OLD INDIRECT Promo Sale,Short Stay Accommodation,AUTO M&F Early Bird – November,Advance Purchase,,adb5b495-cb4c-4001-b4e1-b396016d7b74,AMEBN,PROMO,true,true,false,false,Private,Dependent,AUTO M&F Insider - Best Flexible Rate,eac8501c-9782-4056-b0a9-b13a00e7674b,-20%,0,,GBP,1,AUTO M&F Insider - Best Flexible Rate
OLD INDIRECT SEEYOUSOON,Short Stay Accommodation,SEEYOUSOON,SEEYOUSOON,"Welcome back. Our SEEYOUSOON Rate is our way of saying thank you to returning guests who choose to stay with us once more. Whether you’re reconnecting with a favourite space or discovering something new, enjoy 20% off our best available rate when you book direct. This rate includes: 20% discount on your stay when booking direct Full access to all guest amenities and facilities Flexible cancellation up to 24 hours prior to check in.",4969bcab-b3ae-4859-8b49-b39200ece244,S,,false,false,false,false,Private,Dependent,AUTO M&F Insider - Best Flexible Rate,eac8501c-9782-4056-b0a9-b13a00e7674b,-20%,0,,GBP,1,AUTO M&F Insider - Best Flexible Rate
OLD INDIRECT Soft Reset,Short Stay Accommodation,"AUTO M&F Soft Reset - Treatment, Dinner & Stay (Voucher)","M&F Soft Reset - Treatment, Dinner & Stay","Give the gift of a new year's reset to your favourite person, or treat yourself to some ‘me time’, with our exclusive SOFT RESET Package. Designed to restore balance after the festive season, this stay combines great food, restorative rest and a touch of self-care. Available exclusively throughout January and February. Settle into a private en-suite studio, spend your first evening dinning at the Lemonia restaurant with a £50 credit towards food & drink, with a help-yourself breakfast in the morning. A 60-minute treatment for one or 30 minute treatments for two during your stay - with 'The Grounding' full-body Massage, Deep Roots Massage or 'From The Ground Up' treatments to choose from. The perfect way to ease into the year feeling lighter and brighter. This rate includes: • Overnight stay with breakfast; • £50 credit for food & drink at the Lemonia restaurant - must be used on your first evening of your stay; • A 60-minute treatment for one or 30 minute for two during your stay - additional time can be added, our team will reach out to book a time to suit. • Available for stays in January & February only. • Full payment required at the time of booking. Non-refundable and non-amendable.",720e1a0c-4432-4504-b661-b3a800be9f3b,AMSRTDSV,,true,true,false,false,Private,Base,,,,,140,GBP,0,
OLD INDIRECT Soft Reset 2,Short Stay Accommodation,"AUTO M&F Soft Reset - Treatment, Dinner & Stay","M&F Soft Reset - Treatment, Dinner & Stay","Give the gift of a new year's reset to your favourite person, or treat yourself to some ‘me time’, with our exclusive SOFT RESET Package. Designed to restore balance after the festive season, this stay combines great food, restorative rest and a touch of self-care. Available exclusively throughout January and February. Settle into a private en-suite studio, spend your first evening dinning at the Lemonia restaurant with a £50 credit towards food & drink, with a help-yourself breakfast in the morning. A 60-minute treatment for one or 30 minute treatments for two during your stay - with 'The Grounding' full-body Massage, Deep Roots Massage or 'From The Ground Up' treatments to choose from. The perfect way to ease into the year feeling lighter and brighter. This rate includes: • Overnight stay with breakfast; • £50 credit for food & drink at the Lemonia restaurant - must be used on your first evening of your stay; • A 60-minute treatment for one or 30 minute for two during your stay - additional time can be added, our team will reach out to book a time to suit. • Available for stays in January & February only. • Full payment required at the time of booking. Non-refundable and non-amendable.",ce575a83-d148-4de9-8957-b3b4011a7945,AMSRTDS,,true,false,false,false,Private,Base,,,,,140,GBP,0,
OLD INDIRECT Stay Local,Short Stay Accommodation,AUTO M&F Stay Local,AUTO M&F Stay Local,,092049fb-3609-4909-9e98-b3cd00eeb143,AMSL,,true,true,false,false,Private,Dependent,AUTO M&F Insider - Best Flexible Rate,eac8501c-9782-4056-b0a9-b13a00e7674b,-20%,0,,GBP,1,AUTO M&F Insider - Best Flexible Rate
OTAs,Short Stay Accommodation,Channels Short Stay,,,6fa31f0c-c6cf-434c-a1ec-b15400fd845a,Channels SS,,false,true,true,false,Public,Dependent,AUTO M&F Insider - Best Flexible Rate,eac8501c-9782-4056-b0a9-b13a00e7674b,0%,0,,GBP,1,AUTO M&F Insider - Best Flexible Rate
Public,Short Stay Accommodation,OTA BASE: Flexible,OTA BASE: Flexible,,7866223e-308e-472d-bdad-b42800c4619e,OTA BASE: Flexible,OTA Base: Flex,true,true,false,false,Private,Base,,,,,10000,GBP,0,
Public,Short Stay Accommodation,OTA: Non Refundable,OTA: Non Refundable,,da2ec292-851d-4f66-9af3-b42800c48e4a,OTA: Non Refundable,,true,true,false,false,Private,Dependent,OTA BASE: Flexible,7866223e-308e-472d-bdad-b42800c4619e,-10%,0,,GBP,1,OTA BASE: Flexible
Vouchers,Short Stay Accommodation,Voucher 10%,,,9f2cccde-58bf-4ee6-9d90-b44101293eaf,Voucher 10%,,true,true,false,false,Private,Dependent,AUTO M&F Insider - Best Flexible Rate,eac8501c-9782-4056-b0a9-b13a00e7674b,-10%,0,,GBP,1,AUTO M&F Insider - Best Flexible Rate
Vouchers,Short Stay Accommodation,Voucher 20%,,,671cfc9a-460c-4564-ae0e-b44101296ae3,Voucher 20%,,true,true,false,false,Private,Dependent,AUTO M&F Insider - Best Flexible Rate,eac8501c-9782-4056-b0a9-b13a00e7674b,-20%,0,,GBP,1,AUTO M&F Insider - Best Flexible Rate
Vouchers,Short Stay Accommodation,Voucher 30%,Voucher 30%,,3b66dfda-e010-4d91-8cfe-b44101299514,Voucher 30%,,true,true,false,false,Private,Dependent,AUTO M&F Insider - Best Flexible Rate,eac8501c-9782-4056-b0a9-b13a00e7674b,-30%,0,,GBP,1,AUTO M&F Insider - Best Flexible Rate
Vouchers,Short Stay Accommodation,Voucher 50%,Voucher 50%,,5f3fcc94-2e9d-4503-967a-b4410129cbfd,Voucher 50%,,true,true,false,false,Private,Dependent,AUTO M&F Insider - Best Flexible Rate,eac8501c-9782-4056-b0a9-b13a00e7674b,-50%,0,,GBP,1,AUTO M&F Insider - Best Flexible Rate